"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","Celltype"
1.63935001610608e-08,0.521142756074998,0.882,0.734,0.000267869792631734,"2","ITGB1BP2","AVC"
1.83130111196359e-08,0.495592613681092,0.919,0.818,0.000299234601694851,"2","NIPSNAP2","AVC"
1.85335914555105e-08,0.638315334948205,0.795,0.604,0.000302838884383042,"2","SORCS1","AVC"
1.93835400369764e-08,0.83639358662221,0.665,0.472,0.000316727044204194,"2","SMCO4","AVC"
2.30565076932729e-08,1.06459059897768,0.522,0.312,0.00037674333570808,"2","HEY2","AVC"
2.30616670509219e-08,0.345973676086957,0.988,0.967,0.000376827639612064,"2","YWHAZ","AVC"
2.4082468207584e-08,0.314587443042651,0.932,0.795,0.000393507530511923,"2","PPP1R12B","AVC"
2.44887041280206e-08,0.391331750884362,0.969,0.923,0.000400145425451857,"2","HNRNPL","AVC"
2.64524201967927e-08,0.411864950587467,0.969,0.948,0.000432232546015592,"2","KRT8","AVC"
2.67209323210552e-08,0.358374666539644,0.981,0.971,0.000436620034126042,"2","AKIRIN1","AVC"
3.19125487703882e-08,0.752152348839662,0.652,0.445,0.000521451046908143,"2","RAB31","AVC"
3.24818813374969e-08,1.4658743940942,0.255,0.101,0.0005307539410547,"2","LIPH","AVC"
3.42151816563071e-08,0.676773887747195,0.696,0.473,0.000559076068264058,"2","CACHD1","AVC"
3.53108658680465e-08,1.47964392573982,0.261,0.104,0.00057697954828388,"2","C1orf105","AVC"
3.53965846822009e-08,0.45620132924639,0.919,0.884,0.000578380193707162,"2","SH3GLB1","AVC"
3.60225402267519e-08,0.583938074745626,0.845,0.631,0.000588608307305126,"2","MYOZ2","AVC"
3.634153898312e-08,0.970249835649548,0.491,0.285,0.000593820746984181,"2","PCGF5","AVC"
4.0192033866257e-08,0.862185358014713,0.596,0.389,0.000656737833374639,"2","IDI1","AVC"
4.08096514829645e-08,0.384971858540609,0.975,0.932,0.00066682970523164,"2","HK1","AVC"
4.27181899270407e-08,0.555325824967697,0.888,0.752,0.000698015223407845,"2","STARD3NL","AVC"
4.48900384617187e-08,0.866895031168309,0.658,0.47,0.000733503228464484,"2","WDR44","AVC"
4.61517243575236e-08,0.459098026324525,0.913,0.838,0.000754119176001935,"2","CAMTA1","AVC"
4.79840751171218e-08,0.609126032902878,0.733,0.515,0.00078405978741377,"2","LAMA2","AVC"
4.93029189413801e-08,0.767487099074286,0.627,0.412,0.000805609695502151,"2","DHCR7","AVC"
4.95393927371743e-08,0.531347683439246,0.894,0.783,0.000809473677325428,"2","FADS1","AVC"
5.06750931976794e-08,0.633506069279164,0.863,0.719,0.000828031022850082,"2","CYFIP2","AVC"
5.1384001467247e-08,0.393675389328193,0.975,0.94,0.000839614583974816,"2","ATP5MC3","AVC"
5.23161183594532e-08,0.40395648654886,0.963,0.886,0.000854845373993466,"2","ATP5MG","AVC"
5.68793091419032e-08,0.843377535124528,0.615,0.404,0.000929407911378698,"2","MVD","AVC"
5.98524571393827e-08,0.703406870377988,0.516,0.286,0.000977989149657513,"2","LMOD2","AVC"
6.51312407087781e-08,0.449449925410671,0.957,0.871,0.00106424447318143,"2","DYNLT1","AVC"
6.56991074036491e-08,0.518583053646729,0.87,0.719,0.00107352341497563,"2","WWTR1","AVC"
6.61797358379701e-08,0.734547871609485,0.54,0.325,0.00108137688359243,"2","SIPA1L1","AVC"
6.92091061130111e-08,0.359714590103987,0.988,0.968,0.0011308767938866,"2","CLIC4","AVC"
1.12468370836748e-07,0.370579159627828,0.963,0.932,0.00183773317947246,"2","PPP1CB","AVC"
1.1318716951983e-07,0.386957726910602,0.981,0.94,0.00184947834995403,"2","PDHA1","AVC"
1.16855425649687e-07,0.665423076839459,0.87,0.745,0.00190941765511588,"2","CSRP1","AVC"
1.19952253953359e-07,0.907932774251607,0.323,0.149,0.00196001982959788,"2","PDPN","AVC"
1.23132705694671e-07,0.321463078711694,0.975,0.944,0.00201198841105092,"2","ALKBH5","AVC"
1.23636946344093e-07,0.457210736526177,0.87,0.768,0.00202022770326248,"2","PEA15","AVC"
1.54897505536199e-07,0.649112502131696,0.615,0.396,0.00253102524046149,"2","FSD2","AVC"
1.86621642604601e-07,0.532177285693733,0.839,0.662,0.00304939764015917,"2","HIGD1A","AVC"
2.09378513487501e-07,0.33447414350376,0.981,0.964,0.00342124491038576,"2","PRKACA","AVC"
2.36750080050329e-07,0.449214618370701,0.95,0.865,0.00386849630802238,"2","CNN3","AVC"
2.74349386897888e-07,0.64030972413546,0.683,0.478,0.00448286898191149,"2","MTUS2","AVC"
3.52187784824527e-07,0.560633125565275,0.801,0.657,0.00575474840403276,"2","UGP2","AVC"
3.62654078810032e-07,0.334581762938554,0.944,0.89,0.00592576764775592,"2","CRLS1","AVC"
3.82046123202481e-07,1.01960729962137,0.509,0.318,0.00624263365312854,"2","TPD52L1","AVC"
3.91038700787724e-07,0.406800729866458,0.981,0.933,0.00638957237087141,"2","ARHGAP1","AVC"
4.27685668513342e-07,0.789491746263066,0.602,0.439,0.006988383823508,"2","PPARD","AVC"
4.69528590233803e-07,0.517268596431563,0.826,0.642,0.00767209716442033,"2","ACSL1","AVC"
4.94574091513644e-07,0.437933683435529,0.957,0.901,0.00808134065533295,"2","ACSL3","AVC"
5.14430646051212e-07,0.425476350879516,0.894,0.809,0.0084057967564768,"2","VDAC3","AVC"
5.70560902518811e-07,1.1040256620052,0.311,0.151,0.00932296514715737,"2","CASQ1","AVC"
5.9931574102059e-07,0.407976464324985,0.925,0.788,0.00979281920827644,"2","VDAC2","AVC"
6.20759311398718e-07,0.711928969456072,0.609,0.411,0.0101432071482551,"2","NSDHL","AVC"
6.55088449716741e-07,0.519160905232369,0.851,0.695,0.0107041452683715,"2","ARHGAP42","AVC"
7.73697231153848e-07,0.482282026378656,0.82,0.704,0.0126422127570539,"2","PPP2R3A","AVC"
8.36174305370715e-07,0.435018765492207,0.925,0.862,0.0136630881497575,"2","AK1","AVC"
8.49518691025902e-07,0.383594654328542,0.988,0.918,0.0138811354113632,"2","FAM162A","AVC"
8.54717718530487e-07,0.560746429852445,0.826,0.74,0.0139660875207882,"2","PTGES3L","AVC"
8.68845607529406e-07,0.459846982955318,0.913,0.778,0.0141969372270305,"2","EEF1A2","AVC"
8.74325444164288e-07,0.835695774688887,0.484,0.303,0.0142864777576445,"2","PLCB2","AVC"
8.95032756654142e-07,0.527294194213467,0.814,0.672,0.0146248352437287,"2","TIPARP","AVC"
1.03241873545114e-06,0.821957485964097,0.441,0.259,0.0168697221372716,"2","GPC4","AVC"
1.08481071794758e-06,0.411027342289976,0.938,0.895,0.0177258071312635,"2","GET1","AVC"
1.09527971557671e-06,0.606532506100168,0.758,0.642,0.0178968705525234,"2","ANK2","AVC"
1.12202904327816e-06,0.445651091872857,0.888,0.805,0.0183339545671651,"2","RCSD1","AVC"
1.18932336522157e-06,0.692415320143528,0.534,0.359,0.0194335437877204,"2","IGFBP5","AVC"
1.31222049433702e-06,0.436194069211757,0.901,0.783,0.0214416828774669,"2","SPTSSA","AVC"
1.40135949422068e-06,0.320841983027894,0.95,0.843,0.0228982141355659,"2","HRC","AVC"
1.4107723743743e-06,1.00618557445458,0.329,0.167,0.023052020597276,"2","TNNC2","AVC"
1.42265340380779e-06,0.608078755838982,0.714,0.574,0.0232461566182193,"2","IRS1","AVC"
1.4477402862059e-06,0.390920108872239,0.87,0.725,0.0236560762766044,"2","PPP2R3B","AVC"
1.54115204184166e-06,0.562028312151804,0.565,0.356,0.0251824243636928,"2","TNNI3","AVC"
1.55416967129345e-06,0.456243171676952,0.863,0.754,0.025395132428935,"2","MDH1","AVC"
1.66813817507901e-06,0.840665231245304,0.503,0.317,0.0272573777807911,"2","MN1","AVC"
1.93082239627788e-06,0.70606648491426,0.602,0.441,0.0315496379551806,"2","SLC9A3R1","AVC"
2.10664358634407e-06,0.354604238966252,0.919,0.785,0.0344225562008622,"2","PDE4D","AVC"
2.1370080913746e-06,0.39190243038536,0.963,0.863,0.034918712213061,"2","SCP2","AVC"
2.17169281358351e-06,0.769939238675825,0.404,0.231,0.0354854605739546,"2","NQO1","AVC"
2.26741563906068e-06,0.548630020573654,0.807,0.658,0.0370495715422515,"2","DCUN1D1","AVC"
2.29228294507601e-06,0.700395789052551,0.634,0.479,0.037455903322542,"2","TRPC3","AVC"
2.33100423298645e-06,1.30873389873532,0.429,0.266,0.0380886091669985,"2","TMTC1","AVC"
2.48173781970315e-06,0.828101710310376,0.602,0.437,0.0405515959739495,"2","SGCA","AVC"
2.55034477499885e-06,0.332570284402192,0.907,0.715,0.0416726336234811,"2","SMAD9","AVC"
2.84253383525646e-06,0.454688052247267,0.938,0.875,0.0464470028680905,"2","SLC25A11","AVC"
2.91497878902034e-06,0.353089973420034,0.938,0.876,0.0476307534125924,"2","LAMTOR1","AVC"
3.29123182336081e-06,0.53950929565412,0.758,0.607,0.0537787279937156,"2","FZD2","AVC"
3.33560360582873e-06,0.25147473310135,0.988,0.98,0.0545037629192415,"2","PKM","AVC"
3.34693012000507e-06,0.443073068465606,0.919,0.855,0.0546888381608828,"2","ARPC1A","AVC"
3.3590344081376e-06,0.479141796622132,0.863,0.74,0.0548866222289684,"2","C16orf87","AVC"
3.53685910252495e-06,0.370439983704973,0.932,0.88,0.0577922777352577,"2","ARHGAP5","AVC"
3.59037642948912e-06,0.510170414391609,0.683,0.533,0.0586667508578523,"2","TRIM71","AVC"
3.66509976620305e-06,0.255092092357205,0.826,0.712,0.0598877301797578,"2","HCN4","AVC"
3.80628931869746e-06,0.344855345208586,0.944,0.877,0.0621947674675165,"2","COX8A","AVC"
3.80773318496972e-06,1.27956812937483,0.261,0.124,0.0622183602424052,"2","PHACTR1","AVC"
3.87334147989066e-06,0.9907110071502,0.342,0.184,0.0632903997814134,"2","NUAK1","AVC"
3.98139894136035e-06,1.14001106884092,0.273,0.13,0.0650560587018281,"2","PLP2","AVC"
3.99403882731208e-06,0.772950221810476,0.528,0.353,0.0652625944382794,"2","SLC27A6","AVC"
4.27575635597221e-06,0.269398382381399,0.988,0.965,0.0698658588565859,"2","HIPK3","AVC"
4.59437081860721e-06,0.444961360828574,0.932,0.807,0.0750720191760418,"2","CITED2","AVC"
4.66709051674622e-06,0.323552200097207,0.981,0.946,0.0762602590436332,"2","GSN","AVC"
5.06470591074951e-06,0.32285211691184,0.963,0.832,0.0827572945816469,"2","PYGM","AVC"
5.32514941448762e-06,0.399001017421248,0.839,0.745,0.0870129414327276,"2","MB","AVC"
5.92260576984428e-06,0.662038467028884,0.683,0.516,0.0967753782792556,"2","S100A4","AVC"
6.29054793162651e-06,0.520768960418251,0.652,0.434,0.102787553202777,"2","TMEM163","AVC"
6.3455424028129e-06,0.670551758955212,0.522,0.362,0.103686162861963,"2","FDXR","AVC"
